departement,Circonscription,Nuance 1,Prénom candidat 1,Nom candidat 1,Liste 1,Nombre de voix 1,bloc
ISERE,9,FRN,HUGUES,PETIT,FRONT NATIONAL,7281,Droite radicale et extreme droite
JURA,1,FRN,JEAN-ETIENNE,NORMAND,FRONT NATIONAL,4128,Droite radicale et extreme droite
JURA,2,FRN,JEAN-ETIENNE,NORMAND,FRONT NATIONAL,4107,Droite radicale et extreme droite
JURA,3,FRN,JEAN-ETIENNE,NORMAND,FRONT NATIONAL,6461,Droite radicale et extreme droite
LOT-ET-GARONNE,1,FRN,EDDY,MARSAN,FRONT NATIONAL,7396,Droite radicale et extreme droite
LOT-ET-GARONNE,2,FRN,EDDY,MARSAN,FRONT NATIONAL,6501,Droite radicale et extreme droite
LOT-ET-GARONNE,3,FRN,EDDY,MARSAN,FRONT NATIONAL,6569,Droite radicale et extreme droite
MANCHE,1,FRN,FERNAND,LE RACHINEL,FRONT NATIONAL,5145,Droite radicale et extreme droite
MANCHE,2,FRN,FERNAND,LE RACHINEL,FRONT NATIONAL,3790,Droite radicale et extreme droite
MANCHE,3,FRN,FERNAND,LE RACHINEL,FRONT NATIONAL,4599,Droite radicale et extreme droite
MANCHE,4,FRN,FERNAND,LE RACHINEL,FRONT NATIONAL,4099,Droite radicale et extreme droite
MANCHE,5,FRN,FERNAND,LE RACHINEL,FRONT NATIONAL,4229,Droite radicale et extreme droite
PAS-DE-CALAIS,1,FRN,ERIC,IORIO,FRONT NATIONAL,5204,Droite radicale et extreme droite
PAS-DE-CALAIS,2,FRN,ERIC,IORIO,FRONT NATIONAL,5279,Droite radicale et extreme droite
PAS-DE-CALAIS,3,FRN,ERIC,IORIO,FRONT NATIONAL,3610,Droite radicale et extreme droite
PAS-DE-CALAIS,4,FRN,ERIC,IORIO,FRONT NATIONAL,3940,Droite radicale et extreme droite
PAS-DE-CALAIS,5,FRN,ERIC,IORIO,FRONT NATIONAL,3588,Droite radicale et extreme droite
PAS-DE-CALAIS,6,FRN,ERIC,IORIO,FRONT NATIONAL,4168,Droite radicale et extreme droite
PAS-DE-CALAIS,7,FRN,ERIC,IORIO,FRONT NATIONAL,4973,Droite radicale et extreme droite
PAS-DE-CALAIS,8,FRN,ERIC,IORIO,FRONT NATIONAL,4092,Droite radicale et extreme droite
PAS-DE-CALAIS,9,FRN,ERIC,IORIO,FRONT NATIONAL,4750,Droite radicale et extreme droite
PAS-DE-CALAIS,10,FRN,ERIC,IORIO,FRONT NATIONAL,4733,Droite radicale et extreme droite
PAS-DE-CALAIS,11,FRN,ERIC,IORIO,FRONT NATIONAL,8041,Droite radicale et extreme droite
PAS-DE-CALAIS,12,FRN,ERIC,IORIO,FRONT NATIONAL,6165,Droite radicale et extreme droite
PAS-DE-CALAIS,13,FRN,ERIC,IORIO,FRONT NATIONAL,7234,Droite radicale et extreme droite
PAS-DE-CALAIS,14,FRN,ERIC,IORIO,FRONT NATIONAL,8233,Droite radicale et extreme droite
SEINE-MARITIME,1,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,4311,Droite radicale et extreme droite
SEINE-MARITIME,2,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,6329,Droite radicale et extreme droite
SEINE-MARITIME,3,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,4922,Droite radicale et extreme droite
SEINE-MARITIME,4,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,7128,Droite radicale et extreme droite
SEINE-MARITIME,5,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,7327,Droite radicale et extreme droite
SEINE-MARITIME,6,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,6827,Droite radicale et extreme droite
SEINE-MARITIME,7,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,5029,Droite radicale et extreme droite
SEINE-MARITIME,8,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,5880,Droite radicale et extreme droite
SEINE-MARITIME,9,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,5877,Droite radicale et extreme droite
SEINE-MARITIME,10,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,5594,Droite radicale et extreme droite
SEINE-MARITIME,11,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,5007,Droite radicale et extreme droite
SEINE-MARITIME,12,FRN,DOMINIQUE,CHABOCHE,FRONT NATIONAL,5080,Droite radicale et extreme droite
VAR,1,FRN,JEAN-MARIE,LE CHEVALLIER,FRONT NATIONAL,10233,Droite radicale et extreme droite
VAR,2,FRN,JEAN-MARIE,LE CHEVALLIER,FRONT NATIONAL,10136,Droite radicale et extreme droite
VAR,3,FRN,JEAN-MARIE,LE CHEVALLIER,FRONT NATIONAL,16089,Droite radicale et extreme droite
VAR,4,FRN,JEAN-MARIE,LE CHEVALLIER,FRONT NATIONAL,14734,Droite radicale et extreme droite
VAR,5,FRN,JEAN-MARIE,LE CHEVALLIER,FRONT NATIONAL,14578,Droite radicale et extreme droite
VAR,6,FRN,JEAN-MARIE,LE CHEVALLIER,FRONT NATIONAL,18302,Droite radicale et extreme droite
VAR,7,FRN,JEAN-MARIE,LE CHEVALLIER,FRONT NATIONAL,15987,Droite radicale et extreme droite
VAUCLUSE,1,FRN,JACQUES,BOMPARD,FRONT NATIONAL,9477,Droite radicale et extreme droite
VAUCLUSE,2,FRN,JACQUES,BOMPARD,FRONT NATIONAL,14858,Droite radicale et extreme droite
VAUCLUSE,3,FRN,JACQUES,BOMPARD,FRONT NATIONAL,13771,Droite radicale et extreme droite
VAUCLUSE,4,FRN,JACQUES,BOMPARD,FRONT NATIONAL,13633,Droite radicale et extreme droite
HAUTE-VIENNE,1,FRN,ANTOINE,ORABONA,FRONT NATIONAL,2756,Droite radicale et extreme droite
HAUTE-VIENNE,2,FRN,ANTOINE,ORABONA,FRONT NATIONAL,3019,Droite radicale et extreme droite
HAUTE-VIENNE,3,FRN,ANTOINE,ORABONA,FRONT NATIONAL,3197,Droite radicale et extreme droite
HAUTE-VIENNE,4,FRN,ANTOINE,ORABONA,FRONT NATIONAL,3608,Droite radicale et extreme droite
SEINE-SAINT-DENIS,1,FRN,MARTIAL,BILD,FRONT NATIONAL,4663,Droite radicale et extreme droite
SEINE-SAINT-DENIS,2,FRN,MARTIAL,BILD,FRONT NATIONAL,4807,Droite radicale et extreme droite
SEINE-SAINT-DENIS,3,FRN,MARTIAL,BILD,FRONT NATIONAL,5024,Droite radicale et extreme droite
SEINE-SAINT-DENIS,4,FRN,MARTIAL,BILD,FRONT NATIONAL,4791,Droite radicale et extreme droite
SEINE-SAINT-DENIS,5,FRN,MARTIAL,BILD,FRONT NATIONAL,5780,Droite radicale et extreme droite
SEINE-SAINT-DENIS,6,FRN,MARTIAL,BILD,FRONT NATIONAL,5023,Droite radicale et extreme droite
SEINE-SAINT-DENIS,7,FRN,MARTIAL,BILD,FRONT NATIONAL,4022,Droite radicale et extreme droite
SEINE-SAINT-DENIS,8,FRN,MARTIAL,BILD,FRONT NATIONAL,6222,Droite radicale et extreme droite
SEINE-SAINT-DENIS,9,FRN,MARTIAL,BILD,FRONT NATIONAL,6054,Droite radicale et extreme droite
SEINE-SAINT-DENIS,10,FRN,MARTIAL,BILD,FRONT NATIONAL,5289,Droite radicale et extreme droite
SEINE-SAINT-DENIS,11,FRN,MARTIAL,BILD,FRONT NATIONAL,6029,Droite radicale et extreme droite
SEINE-SAINT-DENIS,12,FRN,MARTIAL,BILD,FRONT NATIONAL,6891,Droite radicale et extreme droite
SEINE-SAINT-DENIS,13,FRN,MARTIAL,BILD,FRONT NATIONAL,5647,Droite radicale et extreme droite
VAL-DE-MARNE,1,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,4462,Droite radicale et extreme droite
VAL-DE-MARNE,2,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,4588,Droite radicale et extreme droite
VAL-DE-MARNE,3,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,6270,Droite radicale et extreme droite
VAL-DE-MARNE,4,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,6162,Droite radicale et extreme droite
VAL-DE-MARNE,5,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,4852,Droite radicale et extreme droite
VAL-DE-MARNE,6,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,5105,Droite radicale et extreme droite
VAL-DE-MARNE,7,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,4462,Droite radicale et extreme droite
VAL-DE-MARNE,8,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,5064,Droite radicale et extreme droite
VAL-DE-MARNE,9,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,3933,Droite radicale et extreme droite
VAL-DE-MARNE,10,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,4166,Droite radicale et extreme droite
VAL-DE-MARNE,11,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,4052,Droite radicale et extreme droite
VAL-DE-MARNE,12,FRN,PHILIPPE,OLIVIER,FRONT NATIONAL,4776,Droite radicale et extreme droite
VAL-D'OISE,1,FRN,JEAN-MICHEL,DUBOIS,FRONT NATIONAL,7192,Droite radicale et extreme droite
VAL-D'OISE,2,FRN,JEAN-MICHEL,DUBOIS,FRONT NATIONAL,8197,Droite radicale et extreme droite
VAL-D'OISE,3,FRN,JEAN-MICHEL,DUBOIS,FRONT NATIONAL,7154,Droite radicale et extreme droite
VAL-D'OISE,4,FRN,JEAN-MICHEL,DUBOIS,FRONT NATIONAL,6350,Droite radicale et extreme droite
VAL-D'OISE,5,FRN,JEAN-MICHEL,DUBOIS,FRONT NATIONAL,5645,Droite radicale et extreme droite
VAL-D'OISE,6,FRN,JEAN-MICHEL,DUBOIS,FRONT NATIONAL,6019,Droite radicale et extreme droite
VAL-D'OISE,7,FRN,JEAN-MICHEL,DUBOIS,FRONT NATIONAL,7015,Droite radicale et extreme droite
VAL-D'OISE,8,FRN,JEAN-MICHEL,DUBOIS,FRONT NATIONAL,4142,Droite radicale et extreme droite
VAL-D'OISE,9,FRN,JEAN-MICHEL,DUBOIS,FRONT NATIONAL,6234,Droite radicale et extreme droite
ALPES-MARITIMES,1,FRN,JEAN-MARIE,LE PEN,FRONT NATIONAL,8871,Droite radicale et extreme droite
ALPES-MARITIMES,2,FRN,JEAN-MARIE,LE PEN,FRONT NATIONAL,9471,Droite radicale et extreme droite
ALPES-MARITIMES,3,FRN,JEAN-MARIE,LE PEN,FRONT NATIONAL,10384,Droite radicale et extreme droite
ALPES-MARITIMES,4,FRN,JEAN-MARIE,LE PEN,FRONT NATIONAL,9812,Droite radicale et extreme droite
ALPES-MARITIMES,5,FRN,JEAN-MARIE,LE PEN,FRONT NATIONAL,11184,Droite radicale et extreme droite
ALPES-MARITIMES,6,FRN,JEAN-MARIE,LE PEN,FRONT NATIONAL,13131,Droite radicale et extreme droite
ALPES-MARITIMES,7,FRN,JEAN-MARIE,LE PEN,FRONT NATIONAL,12903,Droite radicale et extreme droite
ALPES-MARITIMES,8,FRN,JEAN-MARIE,LE PEN,FRONT NATIONAL,10961,Droite radicale et extreme droite
ALPES-MARITIMES,9,FRN,JEAN-MARIE,LE PEN,FRONT NATIONAL,13796,Droite radicale et extreme droite
BOUCHES-DU-RHONE,1,FRN,BRUNO,MEGRET,FRONT NATIONAL,7172,Droite radicale et extreme droite
BOUCHES-DU-RHONE,2,FRN,BRUNO,MEGRET,FRONT NATIONAL,7286,Droite radicale et extreme droite
BOUCHES-DU-RHONE,3,FRN,BRUNO,MEGRET,FRONT NATIONAL,5960,Droite radicale et extreme droite
BOUCHES-DU-RHONE,4,FRN,BRUNO,MEGRET,FRONT NATIONAL,6837,Droite radicale et extreme droite
BOUCHES-DU-RHONE,5,FRN,BRUNO,MEGRET,FRONT NATIONAL,6122,Droite radicale et extreme droite
BOUCHES-DU-RHONE,6,FRN,BRUNO,MEGRET,FRONT NATIONAL,8397,Droite radicale et extreme droite
BOUCHES-DU-RHONE,7,FRN,BRUNO,MEGRET,FRONT NATIONAL,7350,Droite radicale et extreme droite
BOUCHES-DU-RHONE,8,FRN,BRUNO,MEGRET,FRONT NATIONAL,8838,Droite radicale et extreme droite
BOUCHES-DU-RHONE,9,FRN,BRUNO,MEGRET,FRONT NATIONAL,11600,Droite radicale et extreme droite
BOUCHES-DU-RHONE,10,FRN,BRUNO,MEGRET,FRONT NATIONAL,15186,Droite radicale et extreme droite
BOUCHES-DU-RHONE,11,FRN,BRUNO,MEGRET,FRONT NATIONAL,12415,Droite radicale et extreme droite
BOUCHES-DU-RHONE,12,FRN,BRUNO,MEGRET,FRONT NATIONAL,20155,Droite radicale et extreme droite
BOUCHES-DU-RHONE,13,FRN,BRUNO,MEGRET,FRONT NATIONAL,9854,Droite radicale et extreme droite
BOUCHES-DU-RHONE,14,FRN,BRUNO,MEGRET,FRONT NATIONAL,11158,Droite radicale et extreme droite
BOUCHES-DU-RHONE,15,FRN,BRUNO,MEGRET,FRONT NATIONAL,13227,Droite radicale et extreme droite
BOUCHES-DU-RHONE,16,FRN,BRUNO,MEGRET,FRONT NATIONAL,11850,Droite radicale et extreme droite
CALVADOS,1,FRN,YVES,DUPRES,FRONT NATIONAL,3210,Droite radicale et extreme droite
CALVADOS,2,FRN,YVES,DUPRES,FRONT NATIONAL,3109,Droite radicale et extreme droite
CALVADOS,3,FRN,YVES,DUPRES,FRONT NATIONAL,4711,Droite radicale et extreme droite
CALVADOS,4,FRN,YVES,DUPRES,FRONT NATIONAL,5042,Droite radicale et extreme droite
CALVADOS,5,FRN,YVES,DUPRES,FRONT NATIONAL,4888,Droite radicale et extreme droite
CALVADOS,6,FRN,YVES,DUPRES,FRONT NATIONAL,4309,Droite radicale et extreme droite
HERAULT,1,FRN,JEAN-CLAUDE,MARTINEZ,FRONT NATIONAL,6357,Droite radicale et extreme droite
HERAULT,2,FRN,JEAN-CLAUDE,MARTINEZ,FRONT NATIONAL,4987,Droite radicale et extreme droite
HERAULT,3,FRN,JEAN-CLAUDE,MARTINEZ,FRONT NATIONAL,11049,Droite radicale et extreme droite
HERAULT,4,FRN,JEAN-CLAUDE,MARTINEZ,FRONT NATIONAL,9345,Droite radicale et extreme droite
HERAULT,5,FRN,JEAN-CLAUDE,MARTINEZ,FRONT NATIONAL,7208,Droite radicale et extreme droite
HERAULT,6,FRN,JEAN-CLAUDE,MARTINEZ,FRONT NATIONAL,9974,Droite radicale et extreme droite
HERAULT,7,FRN,JEAN-CLAUDE,MARTINEZ,FRONT NATIONAL,12256,Droite radicale et extreme droite
LOIRE,1,FRN,GERARD,LLILIO,FRONT NATIONAL,8416,Droite radicale et extreme droite
LOIRE,2,FRN,GERARD,LLILIO,FRONT NATIONAL,6535,Droite radicale et extreme droite
LOIRE,3,FRN,GERARD,LLILIO,FRONT NATIONAL,9294,Droite radicale et extreme droite
LOIRE,4,FRN,GERARD,LLILIO,FRONT NATIONAL,9422,Droite radicale et extreme droite
LOIRE,5,FRN,GERARD,LLILIO,FRONT NATIONAL,5537,Droite radicale et extreme droite
LOIRE,6,FRN,GERARD,LLILIO,FRONT NATIONAL,5889,Droite radicale et extreme droite
LOIRE,7,FRN,GERARD,LLILIO,FRONT NATIONAL,10773,Droite radicale et extreme droite
MEURTHE-ET-MOSELLE,1,FRN,JEAN-CLAUDE,BARDET,FRONT NATIONAL,3466,Droite radicale et extreme droite
MEURTHE-ET-MOSELLE,2,FRN,JEAN-CLAUDE,BARDET,FRONT NATIONAL,5878,Droite radicale et extreme droite
MEURTHE-ET-MOSELLE,3,FRN,JEAN-CLAUDE,BARDET,FRONT NATIONAL,3965,Droite radicale et extreme droite
MEURTHE-ET-MOSELLE,4,FRN,JEAN-CLAUDE,BARDET,FRONT NATIONAL,6091,Droite radicale et extreme droite
MEURTHE-ET-MOSELLE,5,FRN,JEAN-CLAUDE,BARDET,FRONT NATIONAL,6791,Droite radicale et extreme droite
MEURTHE-ET-MOSELLE,6,FRN,JEAN-CLAUDE,BARDET,FRONT NATIONAL,6634,Droite radicale et extreme droite
MEURTHE-ET-MOSELLE,7,FRN,JEAN-CLAUDE,BARDET,FRONT NATIONAL,4539,Droite radicale et extreme droite
NORD,1,FRN,CARL,LANG,FRONT NATIONAL,4301,Droite radicale et extreme droite
NORD,2,FRN,CARL,LANG,FRONT NATIONAL,5671,Droite radicale et extreme droite
NORD,3,FRN,CARL,LANG,FRONT NATIONAL,4723,Droite radicale et extreme droite
NORD,4,FRN,CARL,LANG,FRONT NATIONAL,5714,Droite radicale et extreme droite
NORD,5,FRN,CARL,LANG,FRONT NATIONAL,7998,Droite radicale et extreme droite
NORD,6,FRN,CARL,LANG,FRONT NATIONAL,5884,Droite radicale et extreme droite
NORD,7,FRN,CARL,LANG,FRONT NATIONAL,7773,Droite radicale et extreme droite
NORD,8,FRN,CARL,LANG,FRONT NATIONAL,6726,Droite radicale et extreme droite
NORD,9,FRN,CARL,LANG,FRONT NATIONAL,6009,Droite radicale et extreme droite
NORD,10,FRN,CARL,LANG,FRONT NATIONAL,8381,Droite radicale et extreme droite
NORD,11,FRN,CARL,LANG,FRONT NATIONAL,7963,Droite radicale et extreme droite
NORD,12,FRN,CARL,LANG,FRONT NATIONAL,10083,Droite radicale et extreme droite
NORD,13,FRN,CARL,LANG,FRONT NATIONAL,6496,Droite radicale et extreme droite
NORD,14,FRN,CARL,LANG,FRONT NATIONAL,6255,Droite radicale et extreme droite
NORD,15,FRN,CARL,LANG,FRONT NATIONAL,5716,Droite radicale et extreme droite
NORD,16,FRN,CARL,LANG,FRONT NATIONAL,6584,Droite radicale et extreme droite
NORD,17,FRN,CARL,LANG,FRONT NATIONAL,6460,Droite radicale et extreme droite
NORD,18,FRN,CARL,LANG,FRONT NATIONAL,7286,Droite radicale et extreme droite
NORD,19,FRN,CARL,LANG,FRONT NATIONAL,7033,Droite radicale et extreme droite
NORD,20,FRN,CARL,LANG,FRONT NATIONAL,8021,Droite radicale et extreme droite
NORD,21,FRN,CARL,LANG,FRONT NATIONAL,6384,Droite radicale et extreme droite
NORD,22,FRN,CARL,LANG,FRONT NATIONAL,6655,Droite radicale et extreme droite
NORD,23,FRN,CARL,LANG,FRONT NATIONAL,9462,Droite radicale et extreme droite
NORD,24,FRN,CARL,LANG,FRONT NATIONAL,5681,Droite radicale et extreme droite
OISE,1,FRN,PIERRE,DESCAVES,FRONT NATIONAL,11761,Droite radicale et extreme droite
OISE,2,FRN,PIERRE,DESCAVES,FRONT NATIONAL,11607,Droite radicale et extreme droite
OISE,3,FRN,PIERRE,DESCAVES,FRONT NATIONAL,8926,Droite radicale et extreme droite
OISE,4,FRN,PIERRE,DESCAVES,FRONT NATIONAL,8890,Droite radicale et extreme droite
OISE,5,FRN,PIERRE,DESCAVES,FRONT NATIONAL,7533,Droite radicale et extreme droite
OISE,6,FRN,PIERRE,DESCAVES,FRONT NATIONAL,9917,Droite radicale et extreme droite
OISE,7,FRN,PIERRE,DESCAVES,FRONT NATIONAL,10374,Droite radicale et extreme droite
BAS-RHIN,1,FRN,YVAN,BLOT,FRONT NATIONAL,3778,Droite radicale et extreme droite
BAS-RHIN,2,FRN,YVAN,BLOT,FRONT NATIONAL,4772,Droite radicale et extreme droite
BAS-RHIN,3,FRN,YVAN,BLOT,FRONT NATIONAL,6733,Droite radicale et extreme droite
BAS-RHIN,4,FRN,YVAN,BLOT,FRONT NATIONAL,11428,Droite radicale et extreme droite
BAS-RHIN,5,FRN,YVAN,BLOT,FRONT NATIONAL,9466,Droite radicale et extreme droite
BAS-RHIN,6,FRN,YVAN,BLOT,FRONT NATIONAL,7509,Droite radicale et extreme droite
BAS-RHIN,7,FRN,YVAN,BLOT,FRONT NATIONAL,9466,Droite radicale et extreme droite
BAS-RHIN,8,FRN,YVAN,BLOT,FRONT NATIONAL,6991,Droite radicale et extreme droite
BAS-RHIN,9,FRN,YVAN,BLOT,FRONT NATIONAL,10315,Droite radicale et extreme droite
HAUT-RHIN,1,FRN,GERARD,FREULET,FRONT NATIONAL,6095,Droite radicale et extreme droite
HAUT-RHIN,2,FRN,GERARD,FREULET,FRONT NATIONAL,6648,Droite radicale et extreme droite
HAUT-RHIN,3,FRN,GERARD,FREULET,FRONT NATIONAL,8089,Droite radicale et extreme droite
HAUT-RHIN,4,FRN,GERARD,FREULET,FRONT NATIONAL,5777,Droite radicale et extreme droite
HAUT-RHIN,5,FRN,GERARD,FREULET,FRONT NATIONAL,6278,Droite radicale et extreme droite
HAUT-RHIN,6,FRN,GERARD,FREULET,FRONT NATIONAL,7935,Droite radicale et extreme droite
HAUT-RHIN,7,FRN,GERARD,FREULET,FRONT NATIONAL,7790,Droite radicale et extreme droite
SEINE-ET-MARNE,1,FRN,JEAN-FRANCOIS,JALKH,FRONT NATIONAL,7523,Droite radicale et extreme droite
SEINE-ET-MARNE,2,FRN,JEAN-FRANCOIS,JALKH,FRONT NATIONAL,7016,Droite radicale et extreme droite
SEINE-ET-MARNE,3,FRN,JEAN-FRANCOIS,JALKH,FRONT NATIONAL,7656,Droite radicale et extreme droite
SEINE-ET-MARNE,4,FRN,JEAN-FRANCOIS,JALKH,FRONT NATIONAL,8897,Droite radicale et extreme droite
SEINE-ET-MARNE,5,FRN,JEAN-FRANCOIS,JALKH,FRONT NATIONAL,8554,Droite radicale et extreme droite
SEINE-ET-MARNE,6,FRN,JEAN-FRANCOIS,JALKH,FRONT NATIONAL,7846,Droite radicale et extreme droite
SEINE-ET-MARNE,7,FRN,JEAN-FRANCOIS,JALKH,FRONT NATIONAL,7794,Droite radicale et extreme droite
SEINE-ET-MARNE,8,FRN,JEAN-FRANCOIS,JALKH,FRONT NATIONAL,7027,Droite radicale et extreme droite
SEINE-ET-MARNE,9,FRN,JEAN-FRANCOIS,JALKH,FRONT NATIONAL,8806,Droite radicale et extreme droite
HAUTS-DE-SEINE,1,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,5696,Droite radicale et extreme droite
HAUTS-DE-SEINE,2,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,5258,Droite radicale et extreme droite
HAUTS-DE-SEINE,3,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,5207,Droite radicale et extreme droite
HAUTS-DE-SEINE,4,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,4356,Droite radicale et extreme droite
HAUTS-DE-SEINE,5,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,4370,Droite radicale et extreme droite
HAUTS-DE-SEINE,6,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,4393,Droite radicale et extreme droite
HAUTS-DE-SEINE,7,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,5185,Droite radicale et extreme droite
HAUTS-DE-SEINE,8,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,4317,Droite radicale et extreme droite
HAUTS-DE-SEINE,9,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,3371,Droite radicale et extreme droite
HAUTS-DE-SEINE,10,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,3364,Droite radicale et extreme droite
HAUTS-DE-SEINE,11,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,3959,Droite radicale et extreme droite
HAUTS-DE-SEINE,12,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,5346,Droite radicale et extreme droite
HAUTS-DE-SEINE,13,FRN,JEAN-YVES,LE GALLOU,FRONT NATIONAL,5246,Droite radicale et extreme droite
GIRONDE,1,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,4507,Droite radicale et extreme droite
GIRONDE,2,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,2866,Droite radicale et extreme droite
GIRONDE,3,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,3494,Droite radicale et extreme droite
GIRONDE,4,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,5317,Droite radicale et extreme droite
GIRONDE,5,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,5318,Droite radicale et extreme droite
GIRONDE,6,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,4188,Droite radicale et extreme droite
GIRONDE,7,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,4338,Droite radicale et extreme droite
GIRONDE,8,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,6052,Droite radicale et extreme droite
GIRONDE,9,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,5692,Droite radicale et extreme droite
GIRONDE,10,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,5229,Droite radicale et extreme droite
GIRONDE,11,FRN,JACQUES,COLOMBIER,FRONT NATIONAL,4826,Droite radicale et extreme droite
MOSELLE,1,FRN,JACQUES,MARCHAL,FRONT NATIONAL,5540,Droite radicale et extreme droite
MOSELLE,2,FRN,JACQUES,MARCHAL,FRONT NATIONAL,5816,Droite radicale et extreme droite
MOSELLE,3,FRN,JACQUES,MARCHAL,FRONT NATIONAL,4500,Droite radicale et extreme droite
MOSELLE,4,FRN,JACQUES,MARCHAL,FRONT NATIONAL,6826,Droite radicale et extreme droite
MOSELLE,5,FRN,JACQUES,MARCHAL,FRONT NATIONAL,6214,Droite radicale et extreme droite
MOSELLE,6,FRN,JACQUES,MARCHAL,FRONT NATIONAL,6518,Droite radicale et extreme droite
MOSELLE,7,FRN,JACQUES,MARCHAL,FRONT NATIONAL,7395,Droite radicale et extreme droite
MOSELLE,8,FRN,JACQUES,MARCHAL,FRONT NATIONAL,5919,Droite radicale et extreme droite
MOSELLE,9,FRN,JACQUES,MARCHAL,FRONT NATIONAL,4827,Droite radicale et extreme droite
MOSELLE,10,FRN,JACQUES,MARCHAL,FRONT NATIONAL,5966,Droite radicale et extreme droite
ORNE,1,FRN,BRIGITTE,LECOEUR,FRONT NATIONAL,3758,Droite radicale et extreme droite
ORNE,2,FRN,BRIGITTE,LECOEUR,FRONT NATIONAL,5711,Droite radicale et extreme droite
ORNE,3,FRN,BRIGITTE,LECOEUR,FRONT NATIONAL,4564,Droite radicale et extreme droite
HAUTE-SAVOIE,1,FRN,DOMINIQUE,MARTIN,FRONT NATIONAL,5455,Droite radicale et extreme droite
HAUTE-SAVOIE,2,FRN,DOMINIQUE,MARTIN,FRONT NATIONAL,5200,Droite radicale et extreme droite
HAUTE-SAVOIE,3,FRN,DOMINIQUE,MARTIN,FRONT NATIONAL,6412,Droite radicale et extreme droite
HAUTE-SAVOIE,4,FRN,DOMINIQUE,MARTIN,FRONT NATIONAL,5198,Droite radicale et extreme droite
HAUTE-SAVOIE,5,FRN,DOMINIQUE,MARTIN,FRONT NATIONAL,6121,Droite radicale et extreme droite
PARIS,1,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,2619,Droite radicale et extreme droite
PARIS,2,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,2526,Droite radicale et extreme droite
PARIS,3,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,2551,Droite radicale et extreme droite
PARIS,4,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,3043,Droite radicale et extreme droite
PARIS,5,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,2521,Droite radicale et extreme droite
PARIS,6,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,3183,Droite radicale et extreme droite
PARIS,7,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,3139,Droite radicale et extreme droite
PARIS,8,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,4081,Droite radicale et extreme droite
PARIS,9,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,3177,Droite radicale et extreme droite
PARIS,10,FRN,MARTINE,LEHIDEUX,FRONT NATIONAL,3308,Droite radicale et extreme droite
